   2.6570976e-03   4.2349661e-01
   5.3141952e-03   4.2437594e-01
   7.9712928e-03   4.2522158e-01
   1.0628390e-02   4.2603339e-01
   1.3285488e-02   4.2681121e-01
   1.5942586e-02   4.2755494e-01
   1.8599683e-02   4.2826445e-01
   2.1256781e-02   4.2893965e-01
   2.3913878e-02   4.2958045e-01
   2.6570976e-02   4.3018680e-01
   2.9228073e-02   4.3075862e-01
   3.1885171e-02   4.3129589e-01
   3.4542269e-02   4.3179857e-01
   3.7199366e-02   4.3226665e-01
   3.9856464e-02   4.3270013e-01
   4.2513561e-02   4.3309902e-01
   4.5170659e-02   4.3346336e-01
   4.7827757e-02   4.3379317e-01
   5.0484854e-02   4.3408853e-01
   5.3141952e-02   4.3434949e-01
   5.5799049e-02   4.3457615e-01
   5.8456147e-02   4.3476858e-01
   6.1113245e-02   4.3492691e-01
   6.3770342e-02   4.3505126e-01
   6.6427440e-02   4.3514176e-01
   6.9084537e-02   4.3519855e-01
   7.1741635e-02   4.3522181e-01
   7.4398733e-02   4.3521169e-01
   7.7055830e-02   4.3516840e-01
   7.9712928e-02   4.3509213e-01
   8.2370025e-02   4.3498309e-01
   8.5027123e-02   4.3484150e-01
   8.7684220e-02   4.3466760e-01
   9.0341318e-02   4.3446165e-01
   9.2998416e-02   4.3422389e-01
   9.5655513e-02   4.3395460e-01
   9.8312611e-02   4.3365406e-01
   1.0096971e-01   4.3332257e-01
   1.0362681e-01   4.3296043e-01
   1.0628390e-01   4.3256796e-01
   1.0894100e-01   4.3214548e-01
   1.1159810e-01   4.3169334e-01
   1.1425520e-01   4.3121188e-01
   1.1691229e-01   4.3070146e-01
   1.1956939e-01   4.3016245e-01
   1.2222649e-01   4.2959522e-01
   1.2488359e-01   4.2900017e-01
   1.2754068e-01   4.2837769e-01
   1.3019778e-01   4.2772819e-01
   1.3285488e-01   4.2705208e-01
   1.3551198e-01   4.2634979e-01
   1.3816907e-01   4.2562175e-01
   1.4082617e-01   4.2486840e-01
   1.4348327e-01   4.2409019e-01
   1.4614037e-01   4.2328757e-01
   1.4879747e-01   4.2246102e-01
   1.5145456e-01   4.2161099e-01
   1.5411166e-01   4.2073798e-01
   1.5676876e-01   4.1984246e-01
   1.5942586e-01   4.1892492e-01
   1.6208295e-01   4.1798587e-01
   1.6474005e-01   4.1702581e-01
   1.6739715e-01   4.1604525e-01
   1.7005425e-01   4.1504470e-01
   1.7271134e-01   4.1402469e-01
   1.7536844e-01   4.1298574e-01
   1.7802554e-01   4.1192837e-01
   1.8068264e-01   4.1085314e-01
   1.8333973e-01   4.0976056e-01
   1.8599683e-01   4.0865120e-01
   1.8865393e-01   4.0752559e-01
   1.9131103e-01   4.0638428e-01
   1.9396812e-01   4.0522783e-01
   1.9662522e-01   4.0405679e-01
   1.9928232e-01   4.0287172e-01
   2.0193942e-01   4.0167319e-01
   2.0459651e-01   4.0046175e-01
   2.0725361e-01   3.9923798e-01
   2.0991071e-01   3.9800242e-01
   2.1256781e-01   3.9675566e-01
   2.1522490e-01   3.9549827e-01
   2.1788200e-01   3.9423080e-01
   2.2053910e-01   3.9295383e-01
   2.2319620e-01   3.9166794e-01
   2.2585330e-01   3.9037368e-01
   2.2851039e-01   3.8907163e-01
   2.3116749e-01   3.8776236e-01
   2.3382459e-01   3.8644643e-01
   2.3648169e-01   3.8512441e-01
   2.3913878e-01   3.8379686e-01
   2.4179588e-01   3.8246435e-01
   2.4445298e-01   3.8112744e-01
   2.4711008e-01   3.7978669e-01
   2.4976717e-01   3.7844266e-01
   2.5242427e-01   3.7709589e-01
   2.5508137e-01   3.7574694e-01
   2.5773847e-01   3.7439636e-01
   2.6039556e-01   3.7304470e-01
   2.6305266e-01   3.7169248e-01
   2.6570976e-01   3.7034025e-01
   2.6836686e-01   3.6898854e-01
   2.7102395e-01   3.6763788e-01
   2.7368105e-01   3.6628880e-01
   2.7633815e-01   3.6494181e-01
   2.7899525e-01   3.6359742e-01
   2.8165234e-01   3.6225614e-01
   2.8430944e-01   3.6091849e-01
   2.8696654e-01   3.5958495e-01
   2.8962364e-01   3.5825601e-01
   2.9228073e-01   3.5693217e-01
   2.9493783e-01   3.5561389e-01
   2.9759493e-01   3.5430166e-01
   3.0025203e-01   3.5299594e-01
   3.0290913e-01   3.5169719e-01
   3.0556622e-01   3.5040585e-01
   3.0822332e-01   3.4912239e-01
   3.1088042e-01   3.4784723e-01
   3.1353752e-01   3.4658080e-01
   3.1619461e-01   3.4532353e-01
   3.1885171e-01   3.4407583e-01
   3.2150881e-01   3.4283811e-01
   3.2416591e-01   3.4161076e-01
   3.2682300e-01   3.4039418e-01
   3.2948010e-01   3.3918875e-01
   3.3213720e-01   3.3799484e-01
   3.3479430e-01   3.3681282e-01
   3.3745139e-01   3.3564305e-01
   3.4010849e-01   3.3448586e-01
   3.4276559e-01   3.3334160e-01
   3.4542269e-01   3.3221060e-01
   3.4807978e-01   3.3109317e-01
   3.5073688e-01   3.2998963e-01
   3.5339398e-01   3.2890028e-01
   3.5605108e-01   3.2782542e-01
   3.5870817e-01   3.2676531e-01
   3.6136527e-01   3.2572023e-01
   3.6402237e-01   3.2469046e-01
   3.6667947e-01   3.2367623e-01
   3.6933657e-01   3.2267780e-01
   3.7199366e-01   3.2169539e-01
   3.7465076e-01   3.2072924e-01
   3.7730786e-01   3.1977955e-01
   3.7996496e-01   3.1884652e-01
   3.8262205e-01   3.1793035e-01
   3.8527915e-01   3.1703123e-01
   3.8793625e-01   3.1614933e-01
   3.9059335e-01   3.1528480e-01
   3.9325044e-01   3.1443781e-01
   3.9590754e-01   3.1360850e-01
   3.9856464e-01   3.1279699e-01
   4.0122174e-01   3.1200342e-01
   4.0387883e-01   3.1122789e-01
   4.0653593e-01   3.1047051e-01
   4.0919303e-01   3.0973137e-01
   4.1185013e-01   3.0901055e-01
   4.1450722e-01   3.0830814e-01
   4.1716432e-01   3.0762418e-01
   4.1982142e-01   3.0695873e-01
   4.2247852e-01   3.0631184e-01
   4.2513561e-01   3.0568355e-01
